resort_ggid,resort_name,resort_ggsearch_name,resort_geo_lat,resort_geo_lng,resort_loc_street,resort_loc_city,resort_loc_state,resort_loc_zipcode,resort_rating,resort_user_ratings,resort_opening_hours,resort_loc
2fdc6180aaa6cfe0ca6dcdb88bfaf81ddcc38124,Knockhatch Ski & Snowboard Centre (not Adventure Park),brighton skiresort,50.8617452,0.2271213,Knockhatch Skiing & Snowboarding Centre, Hailsham Bypass,Hailsham,BN27,4.4,39.0,{'open_now': False},"Knockhatch Skiing & Snowboarding Centre, Hailsham Bypass, Hailsham BN27 3GD, United Kingdom"
65ba7fa5f71e643eeac53deb39e3941fe9e6454c,Bristol Mountain Ski Resort,bristol-mountain skiresort,42.7452867,-77.40431079999999,5662 NY-64, Canandaigua,NY,14424,4.3,724.0,{'open_now': False},"5662 NY-64, Canandaigua, NY 14424, USA"
79ae4a86ec9caa41a38104d1fd6fd513fca30314,Bromley Mountain,bromley-mountain skiresort,43.2278531,-72.9387126,Bromley Mountain, Peru,VT,05152,4.7,18.0,,"Bromley Mountain, Peru, VT 05152, USA"
4f0e01b22732f974be136ee55c55b88528fc393c,Bruce Mound Winter Sports Area,bruce-mound skiresort,44.4456559,-90.7845327,N791 Bruce Mound Ave, Merrillan,WI,54754,4.6,115.0,{'open_now': False},"N791 Bruce Mound Ave, Merrillan, WI 54754, USA"
a4584b1257ac54b99a678da0e2ad1ebdb5c53534,Brundage Mountain Idaho Ski Resort,brundage-mountain skiresort,45.00539999999999,-116.1544121,3890 Goose Lake Rd, McCall,ID,83638,4.6,130.0,{'open_now': False},"3890 Goose Lake Rd, McCall, ID 83638, USA"
e24314c962c8afeda2c83ca9381f28d37272039a,Bryce Resort,bryce-resort skiresort,38.8174647,-78.7656946,1982 Fairway Dr, Mt Jackson,VA,22842,4.4,697.0,,"1982 Fairway Dr, Mt Jackson, VA 22842, USA"
715d5f2e2818e33a3f6c645c542d4f9e25a1053e,Buck Hill,buck-hill-ski-area skiresort,44.7231319,-93.287252,Buck Hill, Burnsville,MN,55306,3.9,46.0,,"Buck Hill, Burnsville, MN 55306, USA"
5c5fa283342f3d4642658dea35b0b8a1a05a9a60,Buckhorn Ski and Snowboard Club,buckhorn-ski-and-snowboard-club skiresort,34.341899,-117.919709,58.33 mile marker, Pearblossom,CA,93553,4.9,15.0,,"58.33 mile marker, Angeles Crest Highway, Angeles National Forest, Pearblossom, CA 93553, United States"
1d573fb51a652661299d2410bde052a1033bc70a,Buena Vista Ski Area,buena-vista skiresort,47.6580367,-94.87889039999999,19600 Irvine Ave NW, Bemidji,MN,56601,4.5,38.0,{'open_now': False},"19600 Irvine Ave NW, Bemidji, MN 56601, USA"
2960db939ec66fe4f9f0dd9bd866751a73b67f38,Buffalo Ski Club,buffalo-ski-club skiresort,42.680979,-78.69203999999999,7414 State Rd, Colden,NY,14033,4.7,53.0,,"7414 State Rd, Colden, NY 14033, USA"
12f91e7496ac29b8eeca6f1e9f92f6aef0ac2e7f,Burke Mountain,burke-mountain skiresort,44.5877729,-71.9163107,223 Sherburne Lodge Rd, East Burke,VT,05832,4.5,220.0,,"223 Sherburne Lodge Rd, East Burke, VT 05832, USA"
d50a2dbcd92bb0934b08d1e356777c43c1b272f6,Buttermilk Ski Area - Aspen Skiing Company,buttermilk-mountain skiresort,39.20579439999999,-106.8604932,38700 CO-82, Aspen,CO,81611,4.7,420.0,{'open_now': False},"38700 CO-82, Aspen, CO 81611, USA"
19c1fa1efc0abbf665dcd2d3bdeaead6e71f1571,Ski Butternut,butternut-basin skiresort,42.1836997,-73.32014819999999,380 State Rd, Great Barrington,MA,01230,4.4,469.0,,"380 State Rd, Great Barrington, MA 01230, USA"
d48c619646684872831ecbd701240fe57b590e89,Caberfae Peaks,caberfae-peaks skiresort,44.2447088,-85.72057250000002,1 Caberfae Ln, Cadillac,MI,49601,4.6,695.0,{'open_now': False},"1 Caberfae Ln, Cadillac, MI 49601, USA"
efff66b3de4dbe87785d36b5b711431ea2becc27,The Camden Snow Bowl,camden-snow-bowl skiresort,44.2172685,-69.13465339999999,20 Barnestown Rd, Camden,ME,04843,4.6,141.0,,"20 Barnestown Rd, Camden, ME 04843, USA"
c2a127b416f5edc0a437ef066da85d6ddcbcda3c,Camelback Mountain Resort,camelback skiresort,41.0511644,-75.3554599,301 Resort Dr, Tannersville,PA,18372,4.4,4273.0,{'open_now': True},"301 Resort Dr, Tannersville, PA 18372, USA"
d477591d3ba64117ca6784194431a61218615981,Camp 10 Ski Area,camp-10 skiresort,45.5491829,-89.50294029999999,W1604 Ski Hill Rd, Rhinelander,WI,54501,4.5,13.0,{'open_now': False},"W1604 Ski Hill Rd, Rhinelander, WI 54501, USA"
c6e578e7f0eece5701dcc8911df54ab06a2b0f93,Campgaw Mountain Ski Area,campgaw skiresort,41.05864469999999,-74.1949637,200 Campgaw Rd, Mahwah,NJ,07430,4.3,766.0,{'open_now': False},"200 Campgaw Rd, Mahwah, NJ 07430, USA"
8d21b9a12112c4e82e14d2a6cd8694f516e0f093,Campton Mountain Ski Area,campton-mountain skiresort,43.8682858,-71.6092774,24 Parker Rd, Campton,NH,03223,4.6,33.0,{'open_now': False},"24 Parker Rd, Campton, NH 03223, USA"
57a46bd3b75d389df8bf36e65c942845e73835d1,Canaan Valley Ski Resort,canaan-valley skiresort,39.0083502,-79.4385227,Park Rd 826, Davis,WV,26260,4.6,68.0,,"Park Rd 826, Davis, WV 26260, USA"
94a0bd75d88d97309cc203297a172c35c4fc95d5,Cannon Mountain Ski Resort,cannon-mountain skiresort,44.1773749,-71.7018243,2650 Profile Rd, Franconia,NH,03580,4.6,96.0,{'open_now': True},"2650 Profile Rd, Franconia, NH 03580, USA"
fad23588ac78ddfdfb377d2e3e3a630c82d63660,Cannonsburg Ski Area,cannonsburg-ski-area skiresort,43.05410980000001,-85.50124939999999,6800 Cannonsburg Rd NE, Belmont,MI,49306,4.3,703.0,,"6800 Cannonsburg Rd NE, Belmont, MI 49306, USA"
ec50672332a4652eaa080811a25639873ec51627,Cascade Mountain,cascade-mountain skiresort,43.5037245,-89.5172569,W10441 Cascade Mountain Rd, Portage,WI,53901,4.5,979.0,{'open_now': True},"W10441 Cascade Mountain Rd, Portage, WI 53901, USA"
ff5a07dd44779fe620c70e60e8111418ba6519e1,Cataloochee Ski Area,cataloochee skiresort,35.562438,-83.089964,1080 Ski Lodge Rd, Maggie Valley,NC,28751,4.0,476.0,{'open_now': True},"1080 Ski Lodge Rd, Maggie Valley, NC 28751, USA"
c1ba3b5d58091985dc5a7e2a0a15fd363f7026f4,Catamount Mountain Resort,catamount skiresort,42.1690998,-73.4769258,78 Catamount Rd, Hillsdale,NY,12529,4.4,269.0,{'open_now': False},"78 Catamount Rd, Hillsdale, NY 12529, USA"
a05f49609c02c59e3412d3c5aa539ca1fc8c3e69,Cazenovia Ski Club,cazenovia skiresort,42.97673,-75.8557189,5251 Rathbun Rd, Cazenovia,NY,13035,5.0,6.0,,"5251 Rathbun Rd, Cazenovia, NY 13035, USA"
f657b808df5b52d1199beed7f75eee7965970f40,Challenge Mountain Resale Store | Boyne City,challenge-mountain-walloon-lake skiresort,45.2046087,-84.9983373,1100 Boyne Ave, Boyne City,MI,49712,4.5,68.0,{'open_now': False},"1100 Boyne Ave, Boyne City, MI 49712, USA"
83bbc6e4d0da9ca390e6d6c98857199286d3dd63,Cherry Peak Resort,cherry-peak skiresort,41.9263482,-111.7564058,3200 E 11000 N, Richmond,UT,84333,4.1,354.0,{'open_now': False},"3200 E 11000 N, Richmond, UT 84333, USA"
752067953c2a38d340a66cc0738a0c17bb224a01,Chester Bowl Improvement Club,chester-bowl-park skiresort,46.81352649999999,-92.0959804,1801 E Skyline Pkwy, Duluth,MN,55812,4.5,24.0,{'open_now': False},"1801 E Skyline Pkwy, Duluth, MN 55812, USA"
1d8bb0d53d3ca94befed6b704c74082817a8da48,Chestnut Mountain Resort,chestnut-mountain skiresort,42.319017,-90.393793,8700 W Chestnut Mountain Rd, Galena,IL,61036,4.4,1151.0,,"8700 W Chestnut Mountain Rd, Galena, IL 61036, USA"
58cf89a4a9a4bb947755476f9fc6a72659c57b35,China Peak Mountain Resort,china-peak skiresort,37.2365255,-119.1572742,59265 CA-168, Lakeshore,CA,93634,4.4,522.0,,"59265 CA-168, Lakeshore, CA 93634, USA"
f18d1365251c3fa589d39023ef2f2028a9cb4011,Christie Mountain,christie-mountain skiresort,45.5090925,-91.3808238,W13755 Co Rd O, Bruce,WI,54819,4.6,175.0,,"W13755 Co Rd O, Bruce, WI 54819, USA"
b52630de3421938e1ece1c72d00bcdcc40166e69,"Bluegreen Vacations Christmas Mountain Village, an Ascend Resort",christmas-mountain skiresort,43.609581,-89.861353,S944 Christmas Mountain Rd, Wisconsin Dells,WI,53965,4.2,1481.0,{'open_now': True},"S944 Christmas Mountain Rd, Wisconsin Dells, WI 53965, USA"
6d819332b056e6da44415e7acc9d8f59cfb38c0d,Ski Cloudcroft,cloudcroft skiresort,32.9525296,-105.7089861,1920 1/2 U.S. Highway 82, Cloudcroft,NM,88317,4.4,83.0,,"1920 1/2 U.S. Highway 82, US-82, Cloudcroft, NM 88317, United States"
4bfd94afc171f6e8f2103bf525942cd64c757118,Cloudmont Ski & Golf Resort,cloudmont-ski-resort skiresort,34.535179,-85.6031057,721 Co Rd 614, Mentone,AL,35984,4.4,30.0,{'open_now': False},"721 Co Rd 614, Mentone, AL 35984, USA"
84ed32b934b1b9043548df7d1f9046763ef2cf30,Cochran's Ski Area,cochran-ski-area skiresort,44.3952427,-72.98156310000002,910 Cochran Rd, Richmond,VT,05477,4.8,84.0,{'open_now': False},"910 Cochran Rd, Richmond, VT 05477, USA"
16b39cfc3bb6600d2e96127c2556c111c0f5572b,Cockaigne Resort,cockaigne-ski-area skiresort,42.265312,-79.1620806,1493 Thornton Rd, Cherry Creek,NY,14723,4.6,45.0,{'open_now': False},"1493 Thornton Rd, Cherry Creek, NY 14723, USA"
320aff301281de1fa7be5e5a6bdbb6a0e1b4e72c,Coffee Mill Ski Resort,coffee-mill-ski-area skiresort,44.3636613,-92.0434902,99 Coulee Way, Wabasha,MN,55981,4.3,80.0,,"99 Coulee Way, Wabasha, MN 55981, USA"
6d78204b0398fa3acc8f555f1219e41f1bcef27e,Ski Cooper,cooper skiresort,39.360788,-106.302809,232 County Road 29, Leadville,CO,80461,4.8,668.0,,"232 County Road 29, Leadville, CO 80461, United States"
7e90b53b4ca9091351ed52d2a87eebb5c5d53f39,Cooper Spur Ski and Tubing Area,cooper-spur skiresort,45.4116278,-121.605828,11000 Cloud Cap Rd, Mt Hood,OR,97041,4.2,25.0,,"11000 Cloud Cap Rd, Mt Hood, OR 97041, USA"
d3c04c9ea116f40468c8924b619c2787cd053b11,Copper Mountain,copper-mountain skiresort,39.502141,-106.1509952,209 Ten Mile Cir, Frisco,CO,80443,4.6,1065.0,{'open_now': False},"209 Ten Mile Cir, Frisco, CO 80443, USA"
46eba439fff8de02dc2f1acf9663843c00d9dfe1,Coppervale Ski Hill,coppervale skiresort,40.3454048,-120.9040536,723 CA-36, Susanville,CA,96130,5.0,12.0,{'open_now': False},"723 CA-36, Susanville, CA 96130, USA"
09a4476820352dd8ba454039b66c62f63e0049a2,Cottonwood Butte Ski Area,cottonwood-butte skiresort,46.0755855,-116.4526032,490 Radar Rd, Cottonwood,ID,83522,4.9,7.0,,"490 Radar Rd, Cottonwood, ID 83522, USA"
933b3c3810646635eee92b23fd6a9f643194bc80,Cranmore Mountain Resort,cranmore-mountain-resort skiresort,44.0568523,-71.0995926,1 Skimobile Rd, North Conway,NH,03860,4.4,777.0,,"1 Skimobile Rd, North Conway, NH 03860, USA"
1d231b803fd8cf2448f3de76b5aa0479aab82c5a,Mt. Crescent Ski Area,crescent-hills skiresort,41.3917746,-95.85719089999999,17026 Snowhill Ln, Honey Creek,IA,51542,3.9,113.0,,"17026 Snowhill Ln, Honey Creek, IA 51542, USA"
5a6418fcb1e897a4333f503cb0bdbfd8bf32e341,Crested Butte Mountain Resort,crested-butte skiresort,38.899137,-106.9653945,12 Snowmass Rd, Crested Butte,CO,81225,4.7,954.0,{'open_now': False},"12 Snowmass Rd, Crested Butte, CO 81225, USA"
96f6408cd8d6227c69a8a8665eec0a8c9ab5d87b,Crotched Mountain Ski and Ride,crotched-mountain skiresort,43.01201409999999,-71.87886569999999,615 Francestown Rd, Bennington,NH,03442,4.5,384.0,,"615 Francestown Rd, Bennington, NH 03442, USA"
2c312da93f3ab77c52a696d6d05b2acba049449d,Crystal Mountain,crystal-mountain-mi skiresort,44.5193916,-85.9909062,12500 Crystal Mountain Dr, Thompsonville,MI,49683,4.6,2099.0,,"12500 Crystal Mountain Dr, Thompsonville, MI 49683, USA"
a11e95172b44a9acfd78ad5e2c4c0b24ab9a7f29,Crystal Mountain,crystal-mountain-wa skiresort,46.9281666,-121.5045349,Crystal Mountain,Crystal Mountain,Washington,98022,4.6,137.0,,"Crystal Mountain, Washington 98022, USA"
a2c1f5e102073e6ac2d9a425fad4a96e0bdc280c,Dartmouth Skiway,dartmouth-skiway skiresort,43.787748,-72.099538,39 Grafton Turnpike Rd, Lyme Center,NH,03769,4.3,16.0,{'open_now': True},"39 Grafton Turnpike Rd, Lyme Center, NH 03769, USA"
82f6b60d5f812f2c0c42fe720a0bb581966c648a,Deer Valley Resort,deer-valley skiresort,40.63738,-111.478306,2250 Deer Valley Dr S, Park City,UT,84060,4.6,1163.0,,"2250 Deer Valley Dr S, Park City, UT 84060, USA"
1b215814ec6484b3e6996620cbff286abc6bbca1,Denton Hill State Park,denton-hill-state-park skiresort,41.7685761,-77.8338693,US-6, Ulysses,PA,16948,4.0,33.0,,"US-6, Ulysses, PA 16948, USA"
47d485e3066534861074ee1e12ae84cdef4fc85f,Detroit Mountain Recreation Area,detroit-mountain skiresort,46.81315679999999,-95.7833764,29409 170th St, Detroit Lakes,MN,56501,4.5,107.0,{'open_now': False},"29409 170th St, Detroit Lakes, MN 56501, USA"
a5224fd0573f00fb59cbbfadfd0e3d91d26073f6,Devil's Head Resort,devils-head skiresort,43.4180036,-89.6268972,S6330 Bluff Rd, Merrimac,WI,53561,4.0,1004.0,,"S6330 Bluff Rd, Merrimac, WI 53561, USA"
25922e66f06c47faf77653c150151bc730fd3874,Diamond Peak Ski Resort,diamond-peak skiresort,39.2545156,-119.9138611,1210 Ski Way, Incline Village,NV,89451,4.6,506.0,{'open_now': False},"1210 Ski Way, Incline Village, NV 89451, USA"
25922e66f06c47faf77653c150151bc730fd3874,Diamond Peak Ski Resort,diamond-peaks skiresort,39.2545156,-119.9138611,1210 Ski Way, Incline Village,NV,89451,4.6,506.0,{'open_now': False},"1210 Ski Way, Incline Village, NV 89451, USA"
1ee70e14fc6c7b61ae18069b585534c96f385a20,Discovery Ski Area,discovery-ski-area skiresort,46.2496151,-113.238451,180 Discovery Basin Rd, Anaconda,MT,59711,4.7,275.0,{'open_now': False},"180 Discovery Basin Rd, Anaconda, MT 59711, USA"
7cae3502afeb8a3d4d97c90686732a16b6094ec0,Dodge Ridge Ski Resort,dodge-ridge skiresort,38.190033,-119.9572372,1 Dodge Ridge Rd, Pinecrest,CA,95364,4.4,369.0,{'open_now': False},"1 Dodge Ridge Rd, Pinecrest, CA 95364, USA"
81d683e31d72517c8b241bf751b872298a3e6485,Carol's Dollar Mountain Day Lodge,dollar-mountain-sun-valley skiresort,43.6905069,-114.3461103,82 Elkhorn Rd, Sun Valley,ID,83353,4.7,115.0,,"82 Elkhorn Rd, Sun Valley, ID 83353, USA"
81e8ecca74e0cd0c7858909243b8872be2a1254e,Donner Ski Ranch,donner-ski-area skiresort,39.3176821,-120.3303293,19320 Donner Pass Rd, Norden,CA,95724,4.2,254.0,{'open_now': False},"19320 Donner Pass Rd, Norden, CA 95724, USA"
81e8ecca74e0cd0c7858909243b8872be2a1254e,Donner Ski Ranch,donner-ski-ranch skiresort,39.3176821,-120.3303293,19320 Donner Pass Rd, Norden,CA,95724,4.2,254.0,{'open_now': False},"19320 Donner Pass Rd, Norden, CA 95724, USA"
55ecb6b462487f580f4ef605473c66cc9e945327,Dry Hill Ski Area,dry-hill skiresort,43.931234,-75.90181,18160 Alpine Ridge Rd, Watertown,NY,13601,4.3,136.0,{'open_now': False},"18160 Alpine Ridge Rd, Watertown, NY 13601, USA"
ca8096f6581a4dcf713f675b2c0f5ef5faf63a7e,Dynamite Hill Recreation Area,dynamite-hill-chestertown skiresort,43.6588964,-73.7966023,Dynamite Hill Rd, Chestertown,NY,12817,4.8,26.0,{'open_now': False},"Dynamite Hill Rd, Chestertown, NY 12817, USA"
74d018cf100eaa2d521fd6ad20c89b0632f7b564,Eagle Island State Park,eagle-island-park skiresort,43.6907816,-116.3942128,165 Eagle Island Parkway, Eagle,ID,83616,4.5,751.0,{'open_now': True},"165 Eagle Island Parkway, Eagle, ID 83616, USA"
0bbbc87eb8d6016fff0e0fd06be62ff71a86edf2,Eagle Point Resort,eagle-point skiresort,38.3203245,-112.3838562,150 S W Village Cir, Beaver,UT,84713,4.5,182.0,,"150 S W Village Cir, Beaver, UT 84713, USA"
50e4a9efc416a8573e520a498cb298622a89d4e3,Eagle Rock Resort,eagle-rock skiresort,40.9203339,-76.0968838,1 Country Club Dr, Hazle Township,PA,18202,4.3,237.0,,"1 Country Club Dr, Hazle Township, PA 18202, USA"
5d2b791369fe0bba1734ee4175f2b9c6b8c6bc23,Eaglecrest Ski Area,eaglecrest-juneau skiresort,58.2675,-134.5139999,3000 Fish Creek Rd, Juneau,AK,99801,4.4,29.0,{'open_now': False},"3000 Fish Creek Rd, Juneau, AK 99801, USA"
a2b4fb71868b02a5ef78a9533f4a066726e46052,Eaton Mountain Ski Area,eaton-mountain skiresort,44.767699,-69.6174431,89 Lambert Rd, Skowhegan,ME,04976,4.5,49.0,,"89 Lambert Rd, Skowhegan, ME 04976, USA"
db08deafa3d00b7808044c621612436def6ff811,Echo Mountain,echo-mountain-park-idaho-springs skiresort,39.6845817,-105.5193928,19285 CO-103, Idaho Springs,CO,80452,4.4,341.0,{},"19285 CO-103, Idaho Springs, CO 80452, USA"
daef970ea8b5c2d18b9439419365bd28a8271802,Echo Valley Ski Area,echo-valley-lake-chelan skiresort,47.93569979999999,-120.0553575,1700 Cooper Gulch Rd, Manson,WA,98831,4.1,42.0,{'open_now': False},"1700 Cooper Gulch Rd, Manson, WA 98831, USA"
0aff959fd785c11ab61ece2656563a2fe16d483a,Eldora Mountain Resort,eldora-mountain skiresort,39.9372203,-105.5826786,2861 Eldora Ski Rd, Nederland,CO,80466,4.3,1034.0,{'open_now': False},"2861 Eldora Ski Rd, Nederland, CO 80466, USA"
ead75202578a1d590db535cd33d1a02eb89c2c09,Elk Mountain Ski Resort,elk-mountain skiresort,41.72340459999999,-75.5534275,344 Elk Mountain Rd, Union Dale,PA,18470,4.4,507.0,,"344 Elk Mountain Rd, Union Dale, PA 18470, USA"
7227891b9227c4aa4782d68312fef45c4fcb04e3,Elk Ridge Ski Area,elk-ridge-williams skiresort,35.2146646,-112.1922123,2467 S Perkinsville Rd, Williams,AZ,86046,3.6,12.0,,"2467 S Perkinsville Rd, Williams, AZ 86046, USA"
49615286173dde4783e46d843e84844f0f2da8fb,Fairmont Hot Springs Resort Ski Area,fairmont-hot-springs-fairmont skiresort,50.3392952,-115.8255905,5225 Fairmont Resort Rd, Fairmont Hot Springs,BC,V0B,4.5,79.0,{'open_now': False},"5225 Fairmont Resort Rd, Fairmont Hot Springs, BC V0B 1L1, Canada"
f19fecc8ea78f10f3dab0066e131e0066732750f,Ferguson Ridge Ski Area,ferguson-ridge skiresort,45.2821717,-117.1125734,Joseph,Joseph,OR,97846,4.7,10.0,{'open_now': False},"Joseph, OR 97846, USA"
21f1cde75a84b0defa7cbf15dc63ad2820319291,Birch Hill Ski & Snowboard Area,fort-wainwrightbirch-hill-fairbanks skiresort,64.857631,-147.6153234,Old Birch Hill Rd, Fairbanks,AK,99712,4.2,42.0,,"Old Birch Hill Rd, Fairbanks, AK 99712, USA"
66f115e9bbb6635a700114eeeeb6a1e32682f5c0,Four Lakes Alpine Snowsports,four-lakes skiresort,41.782577,-88.083744,5750 Lakeside Dr, Lisle,IL,60532,4.1,101.0,,"5750 Lakeside Dr, Lisle, IL 60532, USA"
43bcde7784f459806eadb2146b7eb56a1b0e60b7,Frost Fire Ski Area,frost-fire-mountain skiresort,48.9115064,-98.0675928,11950 Co Hwy 55, Walhalla,ND,58282,4.0,15.0,{'open_now': False},"11950 Co Hwy 55, Walhalla, ND 58282, USA"
152fdd67dc015fbfc277ad147e34e51f0c8cc1b8,Giants Ridge Recreation Area,giants-ridge skiresort,47.5765197,-92.3031692,6329 Wynne Creek Dr, Biwabik,MN,55708,4.5,368.0,{'open_now': False},"6329 Wynne Creek Dr, Biwabik, MN 55708, USA"
b7292c8ffa68eada92aab9adcfcc0c581d8f48cc,Gladstone Sports Park,gladstone-sports-park skiresort,45.8599184,-87.0397263,900 N Bluff Dr, Gladstone,MI,49837,4.6,45.0,,"900 N Bluff Dr, Gladstone, MI 49837, USA"
487687987c7b845d95304638926b79e6b8078d65,Gore Mountain Ski Resort,gore-mountain skiresort,43.6732782,-74.0068455,793 Peaceful Valley Rd, North Creek,NY,12853,4.6,1147.0,{'open_now': True},"793 Peaceful Valley Rd, North Creek, NY 12853, USA"
b2cf88ce6cb7cf29ead45d56b983edfb5d90183d,Granby Ranch,granby-ranch skiresort,40.0452206,-105.9061962,1000 Village Rd, Granby,CO,80446,4.5,425.0,{'open_now': False},"1000 Village Rd, Granby, CO 80446, USA"
a389923321fb3954dafb5f1763fd53f254f87d31,Grand Targhee Resort,grand-targhee skiresort,43.78711300000001,-110.959296,3300 Ski Hill Rd, Alta,WY,83414,4.5,620.0,,"3300 Ski Hill Rd, Alta, WY 83414, USA"
0e14d096d4f8312fc18ab23374775c42fa80e46a,Granite Gorge,granite-gorge skiresort,42.970978,-72.21204399999999,341 NH-9, Roxbury,NH,03431,3.7,86.0,{'open_now': False},"341 NH-9, Roxbury, NH 03431, USA"
b194745330094694b7e0399321645f4edc116001,Granite Peak Ski Area,granite-peak-at-rib-mountain-state-park skiresort,44.929236,-89.68316200000001,3605 N Mountain Rd, Wausau,WI,54401,4.3,615.0,{'open_now': False},"3605 N Mountain Rd, Wausau, WI 54401, USA"
c51583db62345eac7d37c29a5ab643d999363df9,Granlibakken Ski & Sled Hill,granlibakken skiresort,39.154016,-120.154789,725 Granlibakken Rd, Tahoe City,CA,96145,4.5,95.0,{'open_now': False},"725 Granlibakken Rd, Ski Hill, Tahoe City, CA 96145, United States"
9c9d937593c157fc46558592ec7bc168d0d622d6,Great Bear Ski Valley,great-bear-ski-area skiresort,43.578002,-96.664547,5901 E Rice St, Sioux Falls,SD,57110,4.5,302.0,,"5901 E Rice St, Sioux Falls, SD 57110, USA"
506eba4cf127799b75f39373e52235f43185899d,Great Divide Ski Area,great-divide skiresort,46.753073,-112.313478,7385 Belmont Dr, Marysville,MT,59640,4.5,80.0,{'open_now': False},"7385 Belmont Dr, Marysville, MT 59640, USA"
fddecd22fa6174fef4ec86189e288c0f20b6c00b,Greek Peak Mountain Resort,greek-peak skiresort,42.5082644,-76.14544269999999,2000 NY-392, Cortland,NY,13045,4.4,575.0,{'open_now': False},"2000 NY-392, Cortland, NY 13045, USA"
88867abd1445736a5bcf2f9ecd6dea2527baba99,Gunstock Mountain Resort,gunstock skiresort,43.5410554,-71.3628798,719 Cherry Valley Rd, Gilford,NH,03249,4.6,1010.0,{'open_now': True},"719 Cherry Valley Rd, Gilford, NH 03249, USA"
142bc0376b4b7b9467a7ff258ee44db75c564fbb,Alaska Snowboard Guides,h2o-guides skiresort,61.128805,-146.345761,Mile, Valdez,AK,99686,4.8,11.0,{'open_now': False},"Mile, 29 Richardson Hwy, Valdez, AK 99686, United States"
7db7da941cc9e8fc62a8d938d521338d977cedfc,Hanson Hills Recreation Area,hanson-hills skiresort,44.6455709,-84.75347409999999,7601 Old Lake Rd, Grayling,MI,49738,4.7,124.0,,"7601 Old Lake Rd, Grayling, MI 49738, USA"
78a4d957acb4c38e26284cdbed972a0f03ae757a,Heiliger Huegel Ski Club,heiliger-huegel-hubertus skiresort,43.253051,-88.3129969,5482 WI-167, Hubertus,WI,53033,4.5,30.0,,"5482 WI-167, Hubertus, WI 53033, USA"
c1f9546c476a384654c3f8c406a38b1b36ed1c70,Hermon Mountain Ski Area,hermon-mountain skiresort,44.7807854,-68.9572709,441 Newburg Rd, Hermon,ME,04401,4.5,132.0,,"441 Newburg Rd, Hermon, ME 04401, USA"
30d73caa18b00e67c16d0996893216d26a1fef9d,Hesperus Ski Area,hesperus-ski-area skiresort,37.29959330000001,-108.055101,9848 US-160, Durango,CO,81301,4.2,63.0,{'open_now': False},"9848 US-160, Durango, CO 81301, USA"
49b396ed243c1ed46eedd8b8b5a6390d047baf99,Hickory Ski Center,hickory-ski-center skiresort,43.4744097,-73.8173438,43 Hickory Hill Rd, Warrensburg,NY,12885,5.0,5.0,{'open_now': False},"43 Hickory Hill Rd, Warrensburg, NY 12885, USA"
1433a3093e49da462f80f35c12df7fda51ae6dbe,Hidden Valley Ski Resort,hidden-valley-mo skiresort,38.5353168,-90.6506898,17409 Hidden Valley Dr, Eureka,MO,63025,4.4,512.0,,"17409 Hidden Valley Dr, Eureka, MO 63025, USA"
c453fef3f3dab3512319fa2a7b7833b57e5a8004,Hidden Valley,hidden-valley-pa skiresort,40.1067745,-75.3779632,Hidden Valley, King of Prussia,PA,19406,,,,"Hidden Valley, King of Prussia, PA 19406, USA"
cbf09ce92ab08d04dbd67e00b4d2f5d4f569e64f,Hillberg Ski Area,hillberg-ski-area skiresort,61.2763624,-149.8246181,23400 41st St, Joint Base Elmendorf-Richardson,AK,99506,4.6,96.0,{'open_now': False},"23400 41st St, Joint Base Elmendorf-Richardson, AK 99506, USA"
c5eff0edfa666d2fa11fe4598d667eefbbc043e2,Hilltop Ski Area,hilltop-anchorage skiresort,61.140846,-149.7449609,7015 Abbott Rd, Anchorage,AK,99507,4.4,180.0,{'open_now': False},"7015 Abbott Rd, Anchorage, AK 99507, USA"
62105f81926daa6fa844b6ad5e4f4108863a9738,Hogadon Ski Area,hogadon-ski-area skiresort,42.7452867,-106.3389955,2500 Hogadon Rd, Casper,WY,82601,4.3,90.0,,"2500 Hogadon Rd, Casper, WY 82601, USA"
f643999764745895bfcb0d415150f633024df1be,Holiday Mountain Ski & Fun,holiday-mountain-ny skiresort,41.629592,-74.6144896,99 Holiday Mountain Rd, Monticello,NY,12701,3.7,185.0,,"99 Holiday Mountain Rd, Monticello, NY 12701, USA"
b6e69191dfd7124fab7f2eb14ed0d326376b96c1,Holiday Valley Resort,holiday-valley skiresort,42.2577157,-78.6768496,6557 Holiday Valley Rd, Ellicottville,NY,14731,4.6,2484.0,{'open_now': False},"6557 Holiday Valley Rd, Ellicottville, NY 14731, USA"
7480028fa32cf52f14be32bca25b36ac7df9c639,HoliMont Ski Club,holimont skiresort,42.2732483,-78.689067,6921 Route 242, Ellicottville,NY,14731,4.6,168.0,{'open_now': False},"6921 Route 242, PO Box 279, Ellicottville, NY 14731, United States"
ab15a2fb7a05e1c065f1c26e46d47575c4ce334f,Homewood Mountain Resort,homewood-mountain-resort skiresort,39.0855833,-120.1605391,5145 W Lake Blvd, Homewood,CA,96141,4.4,543.0,{'open_now': False},"5145 W Lake Blvd, Homewood, CA 96141, USA"
087bba1c59e3f81d543ec67dd652f0e6b5e31002,Hoodoo Ski Area,hoodoo-ski-area skiresort,44.408755,-121.871381,27400 Big Lake Road, Sisters,OR,97759,4.6,572.0,{'open_now': False},"27400 Big Lake Road, Sisters, OR 97759, USA"
